Job ID: 9549351
Node:   g8
GPU:    0
Run:    focal_deep
Start:  Sun Jun 28 16:53:55 EDT 2026
Device: cuda
Parsed 33 epochs  |  Best val AUC: 0.7845 @ ep13
Saved: /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/figures/focal_deep/learning_curve.png
Val:  68  (csPCa=10)
Test: 68 (csPCa=10)
initialize_weights...
[model] First conv inflated: 3 → 96 channels (weight tiling ÷32)
[model] proj_head: 1024 → 512 → 256 → 128 → 2  (dropout=0.2)
Loaded: /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/output/focal_deep/best.pth  (best ep=13)
Running val inference...
Running test inference...
Val  AUC=0.7845  AP=0.3711
Test AUC=0.9190  AP=0.7664
Saved: /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/figures/focal_deep/roc_pr_curve.png
Saved: /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/figures/focal_deep/confusion_matrix.png
=== 9549344 ===
Best val AUC: 0.7845 @ epoch 13
Val  AP:      0.3711
Test AUC:     0.9190
Test AP:      0.7664

 Threshold  Sensitivity  Specificity  Precision       F1   TP   FP   TN   FN
---------------------------------------------------------------------------
      0.20       1.0000       0.5345     0.2703   0.4255   10   27   31    0
      0.30       0.9000       0.6379     0.3000   0.4500    9   21   37    1
      0.40       0.9000       0.7414     0.3750   0.5294    9   15   43    1
      0.50       0.9000       0.7759     0.4091   0.5625    9   13   45    1
      0.60       0.9000       0.7931     0.4286   0.5806    9   12   46    1
      0.70       0.8000       0.8621     0.5000   0.6154    8    8   50    2
      0.77       0.7000       0.9310     0.6364   0.6667    7    4   54    3 ← Youden

Per-patient predictions (test set):
  PatientID            Label      Prob   Pred@0.5  Correct
  10130_1000131        ciPCa     0.126      ciPCa       OK
  10175_1000178        ciPCa     0.304      ciPCa       OK
  10267_1000271        ciPCa     0.629      csPCa    WRONG
  10153_1000156        ciPCa     0.063      ciPCa       OK
  10530_1000540        ciPCa     0.720      csPCa    WRONG
  10521_1000531        ciPCa     0.125      ciPCa       OK
  10475_1000483        ciPCa     0.022      ciPCa       OK
  10150_1000152        ciPCa     0.024      ciPCa       OK
  10386_1000392        ciPCa     0.031      ciPCa       OK
  10348_1000354        ciPCa     0.291      ciPCa       OK
  10539_1000549        csPCa     0.211      ciPCa    WRONG
  10592_1000606        ciPCa     0.032      ciPCa       OK
  10146_1000148        ciPCa     0.431      ciPCa       OK
  10054_1000054        ciPCa     0.266      ciPCa       OK
  10590_1000604        ciPCa     0.067      ciPCa       OK
  10549_1000561        csPCa     0.884      csPCa       OK
  10270_1000274        ciPCa     0.422      ciPCa       OK
  10069_1000069        ciPCa     0.791      csPCa    WRONG
  10463_1000471        csPCa     0.869      csPCa       OK
  10581_1000595        ciPCa     0.683      csPCa    WRONG
  10251_1000255        ciPCa     0.130      ciPCa       OK
  10558_1000570        csPCa     0.849      csPCa       OK
  10192_1000195        ciPCa     0.041      ciPCa       OK
  10030_1000030        ciPCa     0.240      ciPCa       OK
  10411_1000418        ciPCa     0.042      ciPCa       OK
  10305_1000311        ciPCa     0.122      ciPCa       OK
  10022_1000022        ciPCa     0.382      ciPCa       OK
  10292_1000298        ciPCa     0.036      ciPCa       OK
  10273_1000277        ciPCa     0.313      ciPCa       OK
  10246_1000250        ciPCa     0.033      ciPCa       OK
  10569_1000581        ciPCa     0.628      csPCa    WRONG
  10486_1000494        csPCa     0.768      csPCa       OK
  10491_1000500        ciPCa     0.060      ciPCa       OK
  10568_1000580        csPCa     0.872      csPCa       OK
  10404_1000410        ciPCa     0.073      ciPCa       OK
  10129_1000130        ciPCa     0.044      ciPCa       OK
Saved: /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/figures/focal_deep/performance_table.txt
Grad-CAM saved to /geode3/home/u070/ohjiye/Quartz/MedImage/ProstateCls/figures/focal_deep/gradcam/

Done.
End: Sun Jun 28 16:55:44 EDT 2026
